id,title,thumbnail,short_description,game_url,genre,platform,publisher,developer,release_date,freetogame_profile_url
21,Destiny 2,https://www.freetogame.com/g/21/thumbnail.jpg,A free-to-play multiplayer Sci-Fi MMOFPS from Bungie.,https://www.freetogame.com/open/destiny-2,Shooter,PC (Windows),Bungie,Bungie,2019-10-01,https://www.freetogame.com/destiny-2
1,Dauntless,https://www.freetogame.com/g/1/thumbnail.jpg,"A free-to-play, co-op action RPG with gameplay similar to Monster Hunter.",https://www.freetogame.com/open/dauntless,MMORPG,PC (Windows),Phoenix Labs,"Phoenix Labs, Iron Galaxy",2019-05-21,https://www.freetogame.com/dauntless
23,Apex Legends,https://www.freetogame.com/g/23/thumbnail.jpg,A free-to-play strategic battle royale game featuring 60-player matches and team-based play.,https://www.freetogame.com/open/apex-legends,Shooter,PC (Windows),Electronic Arts,Electronic Arts,2019-02-04,https://www.freetogame.com/apex-legends
57,Fortnite,https://www.freetogame.com/g/57/thumbnail.jpg,"A free-to-play, standalone mode of Epic Game's Fortnite. ",https://www.freetogame.com/open/fortnite-battle-royale,Shooter,PC (Windows),Epic Games,Epic Games,2017-09-26,https://www.freetogame.com/fortnite-battle-royale
449,Albion Online,https://www.freetogame.com/g/449/thumbnail.jpg,A free-to-play cross-platform sandbox MMO developed and published by Sandbox Interactive GmbH.,https://www.freetogame.com/open/albion-online,MMORPG,PC (Windows),Sandbox Interactive GmbH,Sandbox Interactive GmbH,2017-07-17,https://www.freetogame.com/albion-online
6,Blade and Soul,https://www.freetogame.com/g/6/thumbnail.jpg,A free-to-play martial arts MMORPG that tasks players with learning combination attacks.,https://www.freetogame.com/open/blade-and-soul,MMORPG,PC (Windows),NCSoft,NCSoft,2016-01-19,https://www.freetogame.com/blade-and-soul
212,Brawlhalla,https://www.freetogame.com/g/212/thumbnail.jpg,A free-to-play 2D platform fighter inspired by the Smash Bros.,https://www.freetogame.com/open/brawlhalla,Fighting,PC (Windows),Blue Mammoth Games,Blue Mammoth Games,2015-11-03,https://www.freetogame.com/brawlhalla
8,Trove,https://www.freetogame.com/g/8/thumbnail.jpg,A free to play Sandbox massively multiplayer online role-playing game!,https://www.freetogame.com/open/trove,MMORPG,PC (Windows),Trion Worlds,Trion Worlds,2015-07-09,https://www.freetogame.com/trove
202,Heroes & Generals,https://www.freetogame.com/g/202/thumbnail.jpg,"A World War II-based MMOFPS that mixes infantry, armor, and aircraft.",https://www.freetogame.com/open/heroes-and-generals,Shooter,PC (Windows),Reto-Moto,Reto-Moto,2014-07-11,https://www.freetogame.com/heroes-and-generals
207,Warface,https://www.freetogame.com/g/207/thumbnail.jpg,"A free-to-play multiplayer online FPS from Crytek, makers of the Far Cry and Crysis series of games.",https://www.freetogame.com/open/warface,Shooter,PC (Windows),Crytek,Crytek,2014-07-01,https://www.freetogame.com/warface
217,Smite,https://www.freetogame.com/g/217/thumbnail.jpg,A popular free-to-play 3D MOBA where you take on the role of an ancient god.,https://www.freetogame.com/open/smite,MOBA,PC (Windows),Hi-Rez Studios,Hi-Rez Studios,2014-03-25,https://www.freetogame.com/smite
3,Warframe,https://www.freetogame.com/g/3/thumbnail.jpg,A cooperative free-to-play third person online action shooter set in an stunning sci-fi world.,https://www.freetogame.com/open/warframe,Shooter,PC (Windows),Digital Extremes,Digital Extremes,2013-03-25,https://www.freetogame.com/warframe
243,PlanetSide 2,https://www.freetogame.com/g/243/thumbnail.jpg,A free-to-play open-world FPS that pits three factions against each other in a never-ending war.,https://www.freetogame.com/open/planetside-2,Shooter,PC (Windows),Daybreak Games,Daybreak Games,2012-11-21,https://www.freetogame.com/planetside-2
13,Guild Wars 2,https://www.freetogame.com/g/13/thumbnail.jpg,"A free-to-play MMORPG, the follow-up to ArenaNet's popular Guild Wars. ",https://www.freetogame.com/open/guild-wars-2,MMORPG,PC (Windows),NCsoft,ArenaNet,2012-08-28,https://www.freetogame.com/guild-wars-2
14,Star Trek Online,https://www.freetogame.com/g/14/thumbnail.jpg,"A free-to-play, 3D, Sci-Fi MMORPG based on the popular Star Trek series.",https://www.freetogame.com/open/star-trek-online,MMORPG,PC (Windows),Perfect World Entertainment,Cryptic Studios,2010-02-02,https://www.freetogame.com/star-trek-online
433,RuneScape,https://www.freetogame.com/g/433/thumbnail.jpg,A popular 3D browser MMORPG boasting a huge player base and 15 years of content.,https://www.freetogame.com/open/runescape,MMORPG,"PC (Windows), Web Browser",Jagex,Jagex,2001-01-04,https://www.freetogame.com/runescape
541,Marvel Snap,https://www.freetogame.com/g/541/thumbnail.jpg,A fast paced strategy card game set in the Marvel universe.,https://www.freetogame.com/open/marvel-snap,Card Game,PC (Windows),Nuverse,"Second Dinner Studios, Inc.",2022-10-18,https://www.freetogame.com/marvel-snap
542,World Boss,https://www.freetogame.com/g/542/thumbnail.jpg,An experimental FPS based on io and roguelike gameplay.,https://www.freetogame.com/open/world-boss,Shooter,PC (Windows),Playside,Playside,2022-10-19,https://www.freetogame.com/world-boss
536,Omega Strikers,https://www.freetogame.com/g/536/thumbnail.jpg,A 3v3 socccer-style game with knockouts.,https://www.freetogame.com/open/omega-strikers,Sports,PC (Windows),Odyssey Interactive,Odyssey Interactive,2022-09-16,https://www.freetogame.com/omega-strikers
537,Gundam Evolution,https://www.freetogame.com/g/537/thumbnail.jpg,A 6v6 team-based shooter based on the Gundam multiverse,https://www.freetogame.com/open/gundam-evolution,Shooter,PC (Windows),Bandai Namco,Bandai Namco,2022-09-21,https://www.freetogame.com/gundam-evolution
539,Deathverse: Let It Die,https://www.freetogame.com/g/539/thumbnail.jpg,A game of survival where contestants are pit against each other in a life or death game show.,https://www.freetogame.com/open/deathverse-let-it-die,Battle Royale,PC (Windows),"Supertrick Games, Inc.","GungHo Online Entertianment, Inc.",2022-09-28,https://www.freetogame.com/deathverse-let-it-die
544,Galahad 3093,https://www.freetogame.com/g/544/thumbnail.jpg,A 12v12 team shooter featuring mechs based on Arthurian legend.,https://www.freetogame.com/open/galahad-3093,Shooter,PC (Windows),Simutronics Corp.,Simutronics Corp.,2022-09-01,https://www.freetogame.com/galahad-3093
527,Aero Tales Online,https://www.freetogame.com/g/527/thumbnail.jpg,Aero Tales Online: The World is a free-to-play 3D anime-style MMORPG with PvP and PvE elements. The game revolves around the “mysterious story of the Key of Skylight”.,https://www.freetogame.com/open/aero-tales-online,MMORPG,PC (Windows),Anisage Games,Anisage Games,2022-08-01,https://www.freetogame.com/aero-tales-online
530,Rumbleverse,https://www.freetogame.com/g/530/thumbnail.jpg,"Take 40 people, throw them into a city, give them weapons and let them fight it out. That’s the recipe for Iron Galaxy Studios’ new free-to-play Brawler Royale Rumbleverse.",https://www.freetogame.com/open/rumbleverse,Battle Royale,PC (Windows),Epic Games Publishing,Iron Galaxy Studios,2022-08-11,https://www.freetogame.com/rumbleverse
531,Magic Spellslingers,https://www.freetogame.com/g/531/thumbnail.jpg,Magic Spellslingers is the latest entry based on Witzards of the Coast’s popular card game Magic: The Gathering.,https://www.freetogame.com/open/magic-spellslingers,Card Game,PC (Windows),Wizards of the Coast LLC,"Pipeworks Studios, Seismic Games",2022-08-05,https://www.freetogame.com/magic-spellslingers
533,A.V.A Global,https://www.freetogame.com/g/533/thumbnail.jpg,"A.V.A is a free-to-play online first-person shooter with multiple game modes, unique customizations, as well as PvP and PvE gameplay.",https://www.freetogame.com/open/ava,MMOFPS,PC (Windows),NEOWIZ,NEOWIZ,2022-08-24,https://www.freetogame.com/ava
534,Lost Light,https://www.freetogame.com/g/534/thumbnail.jpg,A post-apocalyptic shooter built around creating a realistic experience.,https://www.freetogame.com/open/lost-light,Shooter,PC (Windows),NetEase Games,NetEase Games,2022-08-04,https://www.freetogame.com/lost-light
524,Temperia: Soul of Majestic,https://www.freetogame.com/g/524/thumbnail.jpg,"Fans of collectible card games, are you looking for something a bit different from the normal fare? Then a peek at Moonwolf Entertainment and A2 Softworks’ Temperia: Soul of Majestic might be in order.",https://www.freetogame.com/open/temperia,Card Game,PC (Windows),Leonardo Interactive,"MoonWolf Entertainment, A2 Softworks",2022-07-26,https://www.freetogame.com/temperia
526,Chimeraland,https://www.freetogame.com/g/526/thumbnail.jpg,"Explore the open-world sandbox MMO game set in a mythical world. Play as one of a large number of races, from jelly-fish to dragon-person – or even a regular old human if that’s your thing. Explore the land, gather resources, craft items, build homes and more.",https://www.freetogame.com/open/chimeraland,MMORPG,PC (Windows),Level Infinite,Pixel soft,2022-07-14,https://www.freetogame.com/chimeraland
532,World of Runes,https://www.freetogame.com/g/532/thumbnail.jpg,An adorable anime-style MMO featuring cute pets and collectable cards.,https://www.freetogame.com/open/world-of-runes,MMORPG,Web Browser,F5 Game Company Limited,R2 Games,2022-06-13,https://www.freetogame.com/world-of-runes
520,Roller Champions,https://www.freetogame.com/g/520/thumbnail.jpg,"What if you could player roller derby, but in a more organized and less physically dangerous environment?",https://www.freetogame.com/open/roller-champions,Sports,PC (Windows),Ubisoft,Ubisoft,2022-05-25,https://www.freetogame.com/roller-champions
519,Space Punks,https://www.freetogame.com/g/519/thumbnail.jpg,Space Punks is a sci-fi co-op looter shooter with graphics and humor that will likely appeal to the Borderlands fans among us.,https://www.freetogame.com/open/space-punks,Shooter,PC (Windows),JAGEX,Flying Wild Hog,2022-04-20,https://www.freetogame.com/space-punks
518,Swords of Legends Online,https://www.freetogame.com/g/518/thumbnail.jpg,Explore a fantasy world based on Chinese mythology in Gameforge’s action MMORPG Swords of Legends Online!,https://www.freetogame.com/open/swords-of-legends-online,MMORPG,PC (Windows),Gameforge,Wangyuan Shengtang Entertainment,2021-07-09,https://www.freetogame.com/swords-of-legends-online
513,Super Squad,https://www.freetogame.com/g/513/thumbnail.jpg,Prepare yourself. It’s time for Mayhem. Super Squad is a multi-player online shoot-’em-up (or MOSH)!,https://www.freetogame.com/open/super-squad,Moba,PC (Windows),Bad Fox Studios,Bad Fox Studios,2021-06-25,https://www.freetogame.com/super-squad
512,Sherwood Extreme,https://www.freetogame.com/g/512/thumbnail.jpg,High action arcade shooter Sherwood Extreme sends players on a mission to save the kingdom!,https://www.freetogame.com/open/sherwood-extreme,Shooter,PC (Windows),CAGE Studios,CAGE Studios,2021-05-12,https://www.freetogame.com/sherwood-extreme
509,Smash Legends,https://www.freetogame.com/g/509/thumbnail.jpg,Classic fairy tales get wild with 5minlab and LINE Games Corporation’s brawl-action game Smash Legends.,https://www.freetogame.com/open/smash-legends,Fighting,PC (Windows),LINE Games Corporation,5minlab,2021-04-13,https://www.freetogame.com/smash-legends
510,Drifters Loot the Galaxy,https://www.freetogame.com/g/510/thumbnail.jpg,"Grab your Driftpacs and grappling hooks, it’s time to loot. Pick a character and dive into Blind Squirrel’s team-based shooter, Drifters Loot the Galaxy.",https://www.freetogame.com/open/drifters-loot-the-galaxy,Shooter,PC (Windows),Blind Squirrel Entertainment,Blind Squirrel Entertainment,2021-04-15,https://www.freetogame.com/drifters-loot-the-galaxy
502,Primordials: Battle of Gods,https://www.freetogame.com/g/502/thumbnail.jpg,Build armies and fight for control of the realm in Global Dodo Entertainment’s 1v1 strategy game Primordials: Battle of Gods.,https://www.freetogame.com/open/primordials-battle-of-gods,Strategy,PC (Windows),Wire Games,Global Dodo Entertainment,2021-03-04,https://www.freetogame.com/primordials-battle-of-gods
507,Super Mecha Champions,https://www.freetogame.com/g/507/thumbnail.jpg,"Super Mecha Champions is a PC port of the mobile anime PvP game from NetEease, featuring a variety of modes but focusing on battle royale.",https://www.freetogame.com/open/super-mecha-champions,Shooter,PC (Windows),NetEase Games,NetEase Games,2021-03-25,https://www.freetogame.com/super-mecha-champions
500,Chroma: Bloom And Blight,https://www.freetogame.com/g/500/thumbnail.jpg,"Competitive card game fans have a new, completely free option to add to their list. ",https://www.freetogame.com/open/chroma-bloom-and-blight,Card Game,PC (Windows),WhisperGames,Clarity Games,2021-01-28,https://www.freetogame.com/chroma-bloom-and-blight
497,Astellia Royal,https://www.freetogame.com/g/497/thumbnail.jpg,"Gamers interested in Studio8’s MMO Astellia now have a new – and slightly different – free-to-play option, Astellia Royal",https://www.freetogame.com/open/astellia-royal,MMORPG,PC (Windows),Way2Bit,Studio 8,2020-12-12,https://www.freetogame.com/astellia-royal
498,Blankos Block Party,https://www.freetogame.com/g/498/thumbnail.jpg,"What happens when you take the vinyl collectible toy experience and combine it with an open-world multiplayer game? You get Blankos Block Party!
",https://www.freetogame.com/open/blankos,MMO,PC (Windows),Third Kind Games,Mythical Games Inc,2020-12-11,https://www.freetogame.com/blankos
499,Slapshot: Rebound,https://www.freetogame.com/g/499/thumbnail.jpg,"Do you like hockey? How about physic-based multiplayer, arcade-style sports games with cute graphics? Well, this is the one for you.",https://www.freetogame.com/open/slapshot-rebound,Sports,PC (Windows),Oddshot Games,Oddshot Games,2020-12-07,https://www.freetogame.com/slapshot-rebound
476,Rogue Company,https://www.freetogame.com/g/476/thumbnail.jpg,"From Hi-Rez Studios, the team that brought you Smite and Paladins, comes Rogue Company, a cross-platform, competitive team-based third person shooter.",https://www.freetogame.com/open/rogue-company,Shooter,PC (Windows),Nexon,Valofe,2020-10-01,https://www.freetogame.com/rogue-company
477,Eternal Return: Black Survival,https://www.freetogame.com/g/477/thumbnail.jpg,"Combining elements from battle royale, MOBA, and the survival genres, Eternal Return: Black Survival is a game designed with a broad audience in mind. ",https://www.freetogame.com/open/eternal-return,MOBA,PC (Windows),Nimble Neuron,Nimble Neuron,2020-10-14,https://www.freetogame.com/eternal-return
479,Blood of Steel,https://www.freetogame.com/g/479/thumbnail.jpg,"Blood of Steel is an online competitive strategy game featuring some of the most well-known figures throughout medieval history. Choose your general – a Crusader, Viking, Ninja or one of those from the Three Kingdoms. Build your kingdom and command armies in epic PvP battles using classic medieval warfare tactics.",https://www.freetogame.com/open/blood-of-steel,Strategy,PC (Windows),YC Games,YC Games,2020-10-20,https://www.freetogame.com/blood-of-steel
473,Spellbreak,https://www.freetogame.com/g/473/thumbnail.jpg,"Spellbreak is a multiplayer, multi-platform battle-royale where player take on the role of a “battlemage” mastering elemental magic and using spells to compete against other players.",https://www.freetogame.com/open/spellbreak,Battle Royale,PC (Windows),Proletariat,Proletariat,2020-09-04,https://www.freetogame.com/spellbreak
474,Rocket League,https://www.freetogame.com/g/474/thumbnail.jpg,Get your car-soccer gaming on for free with Psyonix’s Rocket League. The popular competitive multi-player game is a popular offering with over 57 million players.,https://www.freetogame.com/open/rocket-league,Sports,PC (Windows),Psyonix LLC,Psyonix LLC,2020-09-24,https://www.freetogame.com/rocket-league
471,Armor Valor,https://www.freetogame.com/g/471/thumbnail.jpg,Build your empire with the help of mythical heroes and well thought out strategy in R2 Games’ strategy RPG Armor Valor.,https://www.freetogame.com/open/armor-valor,Strategy,Web Browser,R2 Games,R2 Games,2020-07-20,https://www.freetogame.com/armor-valor
469,Unfortunate Spacemen,https://www.freetogame.com/g/469/thumbnail.jpg,"Unfortunate Spacemen is a co-op multiplayer game about Shapeshifting with a Co-op Story Mode, lots of objectives and more!",https://www.freetogame.com/open/unfortunate-spacemen,Shooter,PC (Windows),New Blood Interactive,Geoff 'Zag' Keene,2020-06-12,https://www.freetogame.com/unfortunate-spacemen
472,Jade Goddess,https://www.freetogame.com/g/472/thumbnail.jpg,"Jade Goddess is a free-to-play, browser based MMO inspired by Eastern mythology.",https://www.freetogame.com/open/jade-goddess,MMORPG,Web Browser,101XP,101XP,2020-06-15,https://www.freetogame.com/jade-goddess
461,Shop Titans,https://www.freetogame.com/g/461/thumbnail.jpg,A free-to-play RPG shopkeeper simulation game where you are responsible for designing and maintaining your own shop.,https://www.freetogame.com/open/shop-titans,Strategy,PC (Windows),"Kabam Games, Inc.","Kabam Games, Inc.",2020-05-05,https://www.freetogame.com/shop-titans
463,Survivor Legacy,https://www.freetogame.com/g/463/thumbnail.jpg,Survivor Legacy is a free-to-play zombie-themed strategy game from R2 Games.,https://www.freetogame.com/open/survivor-legacy,Strategy,Web Browser,R2 Games,GameHollywood,2020-04-07,https://www.freetogame.com/survivor-legacy
459,Bombergrounds: Battle Royale,https://www.freetogame.com/g/459/thumbnail.jpg,A free-to-play massively multiplayer battle Royale game inspired by the old-shool Bomberman games!,https://www.freetogame.com/open/bombergrounds-battle-royale,Battle Royale,PC (Windows),Giant Duck Games,Giant Duck Games,2020-03-07,https://www.freetogame.com/bombergrounds-battle-royale
39,Darwin Project,https://www.freetogame.com/g/39/thumbnail.jpg,A free-to-play 10-player battle royale game set just prior to an impeding ice age.,https://www.freetogame.com/open/darwin-project,Shooter,PC (Windows),Scavengers Studio,Scavengers Studio,2020-01-14,https://www.freetogame.com/darwin-project
441,Legends of Runeterra,https://www.freetogame.com/g/441/thumbnail.jpg,A free-to-play CCG based on Riot Games' MOBA League of Legends.,https://www.freetogame.com/open/runeterra,Card Game,PC (Windows),Riot Games,Riot Games,2020-01-24,https://www.freetogame.com/runeterra
4,CRSED: F.O.A.D.,https://www.freetogame.com/g/4/thumbnail.jpg,Take the battle royale genre and add  mystical powers and you have CRSED: F.O.A.D. (Aka Cuisine Royale: Second Edition),https://www.freetogame.com/open/crsed,Shooter,PC (Windows),Gaijin Distribution KFT,Darkflow Software,2019-12-12,https://www.freetogame.com/crsed
535,Mirage Online Classic,https://www.freetogame.com/g/535/thumbnail.jpg,A browser-based free-to-play spiritual successor to 2001's Mirage Online.,https://www.freetogame.com/open/mirage-online-classic,MMORPG,Web Browser,Retrelon Games,Retrelon Games,2019-12-24,https://www.freetogame.com/mirage-online-classic
436,Inferna,https://www.freetogame.com/g/436/thumbnail.jpg,"A cross-platform MMO from indie developer and publisher Inferna Limited, designed for players seeking a classic experience.  ",https://www.freetogame.com/open/inferna,MMORPG,PC (Windows),INFERNA LIMITED,INFERNA LIMITED,2019-12-21,https://www.freetogame.com/inferna
443,Ultimate Pirates,https://www.freetogame.com/g/443/thumbnail.jpg,A browser-based strategy MMO published for both desktop and mobile browsers by Gameforge.,https://www.freetogame.com/open/ultimate-pirates,Strategy,Web Browser,Gameforge,Moonmana,2019-12-02,https://www.freetogame.com/ultimate-pirates
501,Fer.al,https://www.freetogame.com/g/501/thumbnail.jpg,"If you’ve ever wanted to be a creature of myth and hang out with other mytical creatures, Wildworks’ Fer.al can help you live the dream.",https://www.freetogame.com/open/Feral,MMO,PC (Windows),Wildworks,Wildworks,2019-12-13,https://www.freetogame.com/Feral
435,Battle Breakers,https://www.freetogame.com/g/435/thumbnail.jpg,A multi-platform free-to-play RPG developed and published by Epic Games for PC and Android devices.,https://www.freetogame.com/open/battlebreakers,Strategy,PC (Windows),Epic Games,Epic Games,2019-11-13,https://www.freetogame.com/battlebreakers
437,Stay Out,https://www.freetogame.com/g/437/thumbnail.jpg,An MMORPG featuring urban exploration and shooter elements.,https://www.freetogame.com/open/stay-out,Shooter,PC (Windows),Mobile Technologies LLC,Mobile Technologies LLC,2019-11-27,https://www.freetogame.com/stay-out
439,PC Futbol Legends,https://www.freetogame.com/g/439/thumbnail.jpg,An arcade soccer game inspired by cult arcade games from IDC games.,https://www.freetogame.com/open/futbol-legends,Sports,PC (Windows),IDG GAmes,IDG GAmes,2019-11-01,https://www.freetogame.com/futbol-legends
440,Vampire Empire,https://www.freetogame.com/g/440/thumbnail.jpg,A multiplayer strategy game that focuses on the war between vampires and werewolves.,https://www.freetogame.com/open/vampire-empire,Strategy,Web Browser,R2 Games,F5 Game Company,2019-11-07,https://www.freetogame.com/vampire-empire
468,Firestone Idle RPG,https://www.freetogame.com/g/468/thumbnail.jpg,"Set in the fantasy world of Alandria, Firestone is an idle RPG in which players are tasked with building the best possible party of heroes and using them to defeat the undead and orcs that plague the world.",https://www.freetogame.com/open/firestone-idle-rpg,Strategy,Web Browser,Holyday Studios,Holyday Studios,2019-09-26,https://www.freetogame.com/firestone-idle-rpg
505,Mythgard,https://www.freetogame.com/g/505/thumbnail.jpg,"Rhino Games Inc.’s CCG Mythgard combines cyberpunk with the heroes, gods, and creatures of the fantasy in a modern setting to create a world where magic competes against technology for control.",https://www.freetogame.com/open/mythgard,Card Game,PC (Windows),Rhino Games Inc.,Rhino Games Inc.,2019-09-18,https://www.freetogame.com/mythgard
446,Legends of Aria,https://www.freetogame.com/g/446/thumbnail.jpg,"A sandbox MMORPG featuring a skill-based system, content that will appeal to both PvE and PvP players, and a robust housing system.",https://www.freetogame.com/open/legends-of-aria,MMORPG,PC (Windows),Citadel Studios Inc,Citadel Studios Inc,2019-08-07,https://www.freetogame.com/legends-of-aria
451,Crystal Clash,https://www.freetogame.com/g/451/thumbnail.jpg,A free-to-play fantasy RTS developed by Crunchy Leaf Games.,https://www.freetogame.com/open/crystal-clash,Strategy,PC (Windows),Crunchy Leaf Games,Crunchy Leaf Games,2019-08-30,https://www.freetogame.com/crystal-clash
447,Dota Underlords,https://www.freetogame.com/g/447/thumbnail.jpg,A free-to-play auto battler strategy game set in the world of Valve's Dota franchise.,https://www.freetogame.com/open/dota-underlords,Strategy,PC (Windows),Valve,Valve,2019-06-21,https://www.freetogame.com/dota-underlords
19,Minion Masters,https://www.freetogame.com/g/19/thumbnail.jpg,A free-to-play strategic minion brawler from Danish developer Betadwarf.,https://www.freetogame.com/open/minion-masters,Card Game,PC (Windows),Betadwarf,Betadwarf,2019-05-24,https://www.freetogame.com/minion-masters
20,Splitgate: Arena Warfare,https://www.freetogame.com/g/20/thumbnail.jpg,A free-to-play multiplayer shooter developed and published by 1047 games.,https://www.freetogame.com/open/splitgate-arena-warfare,Shooter,PC (Windows),1047 Games,1047 Games,2019-05-22,https://www.freetogame.com/splitgate-arena-warfare
456,Conqueror's Blade,https://www.freetogame.com/g/456/thumbnail.jpg,"Command your own medieval army in Conqueror's Blade, a war simulator developed by Booming games.",https://www.freetogame.com/open/conquerors-blade,Strategy,PC (Windows),Booming Games,Booming Games,2019-05-30,https://www.freetogame.com/conquerors-blade
353,Stein.world,https://www.freetogame.com/g/353/thumbnail.jpg,"A free-to-play, browser-based online fantasy role 
playing game done in an old-school 
16-bit style.",https://www.freetogame.com/open/steinworld,MMORPG,Web Browser,PG5-Studio UG,PG5-Studio UG,2019-04-24,https://www.freetogame.com/steinworld
438,Kards,https://www.freetogame.com/g/438/thumbnail.jpg,A free-to-play collectible World War II card game from developer 1939 Games.,https://www.freetogame.com/open/kards,Card Game,PC (Windows),1939 Games,1939 Games,2019-04-12,https://www.freetogame.com/kards
448,KurtzPel,https://www.freetogame.com/g/448/thumbnail.jpg,A free-to-play third-person action battle game from KOG Games.,https://www.freetogame.com/open/kurtzpel,Fighting,PC (Windows),KOG,KOG,2019-04-30,https://www.freetogame.com/kurtzpel
457,The Third Age,https://www.freetogame.com/g/457/thumbnail.jpg,A free-to-play browser-based Strategy MMO game focused on story-based PvE gameplay!,https://www.freetogame.com/open/the-third-age,Strategy,Web Browser,R2 Games,R2 Games,2019-04-29,https://www.freetogame.com/the-third-age
91,Eternal,https://www.freetogame.com/g/91/thumbnail.jpg,"A strategy card game designed to take the best elements of Magic the Gathering, Hearthstone, and Hex and combine them all into one game.",https://www.freetogame.com/open/eternal,Card Game,PC (Windows),Dire Wolf Digital,Dire Wolf Digital,2018-11-15,https://www.freetogame.com/eternal
503,Artifact,https://www.freetogame.com/g/503/thumbnail.jpg,"Valve’s Artifact is two games in one. Whether you’re looking for the original Dota 2 trading card game created with the help of card game designer Richard Garfield or something a little more streamlined, Artifact has both in one download.",https://www.freetogame.com/open/artifact,Card Game,PC (Windows),Valve,Valve,2018-11-29,https://www.freetogame.com/artifact
538,World War 3,https://www.freetogame.com/g/538/thumbnail.jpg,A realistic multiplayer tactical FPS.,https://www.freetogame.com/open/world-war-3,Shooter,PC (Windows),"Wishlist Games, The 4 Winds Entertainment",The Farm 51,2018-10-19,https://www.freetogame.com/world-war-3
299,Combat Arms: Reloaded,https://www.freetogame.com/g/299/thumbnail.jpg,A free to play modern first person shooter with lots of maps and weapons!,https://www.freetogame.com/open/combat-arms,Shooter,PC (Windows),"VALOFE, NEXON",Doobic Studios,2018-10-31,https://www.freetogame.com/combat-arms
68,Dreadnought,https://www.freetogame.com/g/68/thumbnail.jpg,A free-to-play combat flight simulator developed by Yager Development and published by Grey Box.,https://www.freetogame.com/open/dreadnought,Shooter,PC (Windows),Grey Box,Yager Development,2018-10-14,https://www.freetogame.com/dreadnought
28,Spacelords,https://www.freetogame.com/g/28/thumbnail.jpg,A free-to-play 4v1 sci-fi shooter.,https://www.freetogame.com/open/spacelords,Shooter,PC (Windows),MercurySteam Entertainment,MercurySteam,2018-09-22,https://www.freetogame.com/spacelords
29,Ring of Elysium,https://www.freetogame.com/g/29/thumbnail.jpg,A free-to-play battle royale developed and published by Tencent Games.,https://www.freetogame.com/open/ring-of-elysium,Shooter,PC (Windows),Tencent Games,Tencent Games,2018-09-19,https://www.freetogame.com/ring-of-elysium
450,Battlerite Royale,https://www.freetogame.com/g/450/thumbnail.jpg,A free to play battle royale set in the Battlerite universe.,https://www.freetogame.com/open/battlerite-royale,MOBA,PC (Windows),Stunlock Studios,Stunlock Studios,2018-09-26,https://www.freetogame.com/battlerite-royale
454,Magic: The Gathering Arena,https://www.freetogame.com/g/454/thumbnail.jpg,A free-to-play digital recreation of Wizards of the Coast's popular collectible card game.,https://www.freetogame.com/open/mtg-arena,Card Game,PC (Windows),Wizards of the Coast,Wizards of the Coast,2018-09-27,https://www.freetogame.com/mtg-arena
341,League of Angels 3,https://www.freetogame.com/g/341/thumbnail.jpg,"A free-to-play turn-based strategy browser game developed and published by GTArcade Entertainment, Inc.",https://www.freetogame.com/open/league-of-angels-3,MMORPG,Web Browser,GTArcade Entertainment,GTArcade Entertainment,2018-08-14,https://www.freetogame.com/league-of-angels-3
282,BlackShot: Revolution,https://www.freetogame.com/g/282/thumbnail.jpg,Get thrown into the fast-paced action of a virtual war zone and compete against other players.,https://www.freetogame.com/open/blackshot,Shooter,PC (Windows),Papaya Play,Vertigo Games,2018-07-27,https://www.freetogame.com/blackshot
31,Cosmos Invictus,https://www.freetogame.com/g/31/thumbnail.jpg,A strategic collectible card game developed and published by Pegnio Ltd.,https://www.freetogame.com/open/cosmos-invictus,Card Game,PC (Windows),Pegnio Ltd,Pegnio Ltd,2018-06-27,https://www.freetogame.com/cosmos-invictus
36,Realm Royale Reforged,https://www.freetogame.com/g/36/thumbnail.jpg,A free-to-play fantasy-themed battle royale game based on Hi-Rez Studio's team shooter Paladins.,https://www.freetogame.com/open/realm-royale,Shooter,PC (Windows),Hi-Rez Studios,Hi-Rez Studios,2018-06-05,https://www.freetogame.com/realm-royale
460,Empire: World War 3,https://www.freetogame.com/g/460/thumbnail.jpg,A free-to-play browser-based action packed strategy game from the developer of Legends of Honor.,https://www.freetogame.com/open/empireww3,Strategy,Web Browser,Goodgame Studios,Goodgame Studios,2018-06-28,https://www.freetogame.com/empireww3
506,Totally Accurate Battlegrounds,https://www.freetogame.com/g/506/thumbnail.jpg,"Take 60 players, throw them on a map together with over 90 weapons, including balloon crossbows, pots and pans, and inflatable hammers, add physics-based parkour and you have Landfall’s Totally Accurate Battlegrounds (TABG).",https://www.freetogame.com/open/tabg,Shooter,PC (Windows),Landfall,Landfall,2018-06-06,https://www.freetogame.com/tabg
434,Will To Live,https://www.freetogame.com/g/434/thumbnail.jpg,A free-to-play MMORPG-shooter developed and published by AlphaSoft LLC.,https://www.freetogame.com/open/will-to-live,MMORPG,PC (Windows),AlphaSoft LLC,AlphaSoft LLC,2018-04-05,https://www.freetogame.com/will-to-live
543,Battle Arena Heroes Adventure,https://www.freetogame.com/g/543/thumbnail.jpg,A MOBA with RPG elements.,https://www.freetogame.com/open/battle-arena-heroes-adventure,Strategy,Web Browser,Espirit Games,Espirit Games,2018-03-19,https://www.freetogame.com/battle-arena-heroes-adventure
